Date	Annee	Mois	jour	TEMP_EAU	pH	COND	O2	DBO5	MES	COD	NH4	NO2	NO3	NKj	SIO	PTO	PO4	SO4	HCO3	CHLA	PheoP	Na	K	Cl	Ca	Mg
19820817	1982	8	17	21.900000	7.800000	619.000000	6.000000	9.800000	-1.000000	-1.000000	2.800000	0.430000	10.200000	2.700000	-1.000000	1.010000	2.200000	55.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	30.000000	-1.000000	-1.000000
19820921	1982	9	21	21.400000	7.300000	648.000000	2.800000	21.900000	-1.000000	-1.000000	5.400000	2.750000	2.200000	5.500000	-1.000000	1.470000	3.800000	51.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	45.000000	-1.000000	-1.000000
19821011	1982	10	11	15.600000	7.700000	557.000000	5.100000	7.400000	-1.000000	-1.000000	5.190000	0.490000	11.500000	5.200000	-1.000000	1.500000	3.600000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19821018	1982	10	18	13.800000	7.800000	525.000000	7.500000	11.200000	-1.000000	-1.000000	2.000000	0.330000	15.500000	3.500000	-1.000000	1.080000	2.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19821019	1982	10	19	13.200000	7.900000	494.000000	7.100000	7.700000	-1.000000	-1.000000	1.200000	0.300000	15.900000	2.700000	-1.000000	0.817000	1.100000	32.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	21.000000	-1.000000	-1.000000
19821117	1982	11	17	11.700000	7.500000	596.000000	5.300000	7.800000	-1.000000	-1.000000	3.200000	0.790000	15.000000	4.800000	-1.000000	0.980000	1.900000	50.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	29.000000	-1.000000	-1.000000
19821201	1982	12	1	8.000000	7.700000	618.000000	7.200000	8.200000	-1.000000	-1.000000	3.200000	0.790000	22.500000	4.100000	-1.000000	0.850000	0.900000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830426	1983	4	26	12.700000	7.900000	500.000000	9.000000	3.800000	-1.000000	-1.000000	0.300000	0.160000	29.200001	0.800000	-1.000000	0.333000	0.400000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830517	1983	5	17	13.500000	7.800000	500.000000	8.100000	5.300000	-1.000000	-1.000000	0.500000	0.200000	15.900000	0.700000	-1.000000	0.200000	0.500000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830614	1983	6	14	19.900000	7.700000	560.000000	7.400000	4.300000	27.000000	-1.000000	0.500000	0.260000	20.299999	2.400000	-1.000000	0.367000	0.400000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830629	1983	6	29	20.500000	-1.000000	605.000000	6.500000	8.400000	22.000000	-1.000000	3.000000	0.490000	17.700001	4.500000	-1.000000	0.915000	2.100000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830726	1983	7	26	24.500000	7.400000	585.000000	5.000000	8.400000	16.000000	-1.000000	2.000000	0.720000	16.799999	3.000000	-1.000000	0.733000	1.800000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19830823	1983	8	23	22.500000	7.600000	626.000000	5.300000	6.200000	14.000000	-1.000000	2.600000	0.560000	19.000000	3.000000	-1.000000	0.867000	2.600000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
